어휘,뜻풀이
퇴끼,도끼
퇴끼풀,토끼풀
퇴낑이,토끼
퇴산붕알,토산불알
퇴설퇴설,대강대강
퇴하다,거스르다
투가리,뚝배기
투거리,뚝배기
투겡이,뚝배기
투과리,뚝배기
투기다,튀기다
투김,튀김
투까리,뚝배기
투럼,트림
투레박,두레박
투배기,뚝배기
투툭하다,툭툭하다
툼벙,웅덩이
툼벵이,저수지
툽하다,굵다
퉁가리,둥우리
퉁가리,볏가리
퉁그러지다,불거지다
퉁바우,퉁가리
퉁수,퉁소
퉁싯간,뒷간
퉁아리,둥우리
퉁퉁,툭툭
퉤끼풀,토끼풀
퉤다,튀기다
튀각,튀김
튜,테요
트레박,두레박
트립허다,트릿하다
트이,티
트이,등에
특특허다,텁텁하다
튿어지다,터지다
틀개,두 사람이나 두 집안 간의 사이가 벌어져 틀어짐
틀국시,틀국수
틀물다,퉁명스럽다
틀틀,둘둘
틈바구이,틈
틈벙,웅덩이
틈사구니,틈바구니
틈성이,틈서리
틈팀이,틈틈이
틍바우,자가사리
틍쉐,등에
틍어,등에
틍에,등에
티각거리다,티격태격하다
티각태각하다,티격태격하다
티갑지,티끌
티거비,티끌
티검지,티끌
티겁지,티끌
티게비,티끌
티격거리다,티격태격하다
티금부리,티끌
티껌불,티끌
티껍질,팃검불
티끼,토끼
티낑이,토끼
티밥,강냉이
티설다,서먹하다
티컴불,팃검불
팅이,진드기
파공,팟종
파공다리,팟종
파꽁다리,파의 씨
파내기,자배기
파내기,단지
파랭이,파래
파레,파리
파미병신,절름발이
파장다리,파의 씨
판국수,기계국수
판장홀태,그네
판재기,장독소래기
판증하다,판정하다
팔구분뎅이,팔꿈치
팔글이,팔걸이
팔꼼뱅이,팔꿈치
팔꾸무리,팔꿈치
팔꿈셍이,팔꿈치
팔디끔치,팔꿈치
팔랭개비,팔랑개비
팔모갑지,팔모가지
팔목쟁이,팔모가지
팔부리,담뱃대
팔뻬,팔뼈
팝씨,파의 씨
팥배,아그배
패끼질,딸꾹질
패리하다,파리하다
팽구라미,팽이
팽구래미,팽이
퍼걱질,딸꾹질
퍼기,딸꾹질
퍼꺽질,딸꾹질
퍼꾹,딸꾹
퍼꾹거리다,딸꾹거리다
퍼꾹대다,딸꾹대다
퍼꾹질,딸꾹질
퍼꾹퍼꾹,딸꾹딸꾹
퍼대기,부대
퍼대기,포대기
퍼랭이,파리
퍼리,파리
펀덕,언덕
펀덕지,펀펀한 언덕배기
펀데기,언덕
펀디기,언덕
페,표
페다,펴다
펭면,평면
펭민,평민
펭안하다,평안하다
펼치다,바루다
포강,늪
포개입다,껴입다
포깍거리다,딸꾹거리다
포깍질,딸꾹질
포대기,부대
포데기,부대
포두,포도
포리,보리
포리,파리
포범,표범
포싹하다,포근하다
폭,포기
폴르레미,구슬
푀,표
푀기,포기
푸대기,포대기
푸더분하다,푼더분하다
푸레미,풀떼기
푸레질,투레질
푸르둥둥하다,푸르뎅뎅하다
푸상기,"모내기를 하기 전에 논에 갈잎을 펴 넣고 물을 댄 다음, 써레질을 해서 갈잎과 풀이 흙에 덮이도록 하여 풀은 죽고 갈잎은 썩게 하는 일"
푸생기,"모내기를 하기 전에 논에 갈잎을 펴 넣고 물을 댄 다음, 써레질을 해서 갈잎과 풀이 흙에 덮이도록 하여 풀은 죽고 갈잎은 썩게 하는 일"
푸석땅,물기가 없어 잘 바스러지는 땅
푸섭,풀숲
푸성개,푸성귀
푸성게,푸성귀
푸숲,풀숲
푸승거리,푸성귀
푸싱개,푸성귀
푸장나무,떡갈나무
푸장나무,잎나무
푸장낭구,떡갈나무
푸정개,푸성귀
푸정게,푸성귀
푸정구,푸성귀
푸증나무,떡갈나무
푸진데,진드기
푸징개,푸성귀
푼딩이,풍뎅이
풀결,풀비
풀괘,귀얄
풀괼,풀비
풀구얄,풀비
풀귀얄,풀비
풀기얄,풀비
풀껼,귀얄
풀꾀리지,풀비
풀꾈,풀비
풀끼얄,풀비
풀떼죽,풀떼기
풀버러지,풀벌레
풀부채,줄부채
풀비알,귀얄
풀비자루,풀비
풀서비,풀숲
풀서피,풀숲
풀세비,풀숲
풀세피,풀숲
풀솔,풀비
풀써피,풀숲
풀쎄비,풀숲
풀쎄피,풀숲
풀쏠,풀비
품꾼,놉
품삭,품삯
풋것,푸성귀
풋곡석,풋곡식
풋짐치,풋김치
풍기다,퉁기다
풍덩하다,옷이나 마음 따위가 매우 넉넉하다
풍데이,풍뎅이
풍딩이,풍뎅이
풍야,자두
풍장,풍구
퓌다,푸다
피가,폐가
피가리,돔발상어
피기,딸꾹질
피다,바루다
피다,번지다
피랭이,피라미
피리,피라미
피리미,피라미
피마지,피마자
피시,홍시
피허,폐허
핀둥이,핀잔
핀딩이,팽이
핀딩이,바람개비
핀딩이,핀잔
필목점,포목상
핑드이,팽이
핑드잉이,팽이
핑디,팽이
하강키,까끄라기
하날,하늘
하날맹이,산등성이
하냥,늘
하냥,함께
하누소,하늘소
하눌땅,하늘땅
하눌맹이,산등성이
하늘받이,하늘바라기
하로살이,하루살이
하루,화로
하루거리,하루걸러
하루나,유채
하루래기,하루거리
하루살이,하루거리
하룩,하루
하리,화로
하마,벌써
하마타라문,하마터면
하마터먼,하마터면
하마트가문,하마터면
하마트믄,하마터면
하매,벌써
하아리,항아리
하요일,화요일
하지감자,감자
학,확
학,흙
학괴,학교
학도구,돌확
학도기,돌확
학도끼,돌확
학독,돌확
학딩이,학동
학절구,돌확
한가온데,한가운데
한갑잔체,환갑잔치
한갑잔치,환갑잔치
한강,잔뜩
한강치,까끄라기
한고등,한고비
한구재비,한바탕
한구재비,한바탕
한국장물,조선간장
한극하다,가득하다
한끄번이,한꺼번에
한나,하나
한나,하나
한대,한데
한동사이,외동무니
한마룻대,한마루
한머리,한쪽 귀퉁이
한무세월허다,시간을 한가하게 보내다
한산수수,장목수수
한삼수수,장목수수
한줌,외동
한즉하다,한적하다
한치,함께
할뀌다,할퀴다
할매,할머니
할매꽃,할미꽃
할머이,할머니
할메씨,할머니
할메씨,할머니
할아부,할아비
할아부지,할아버지
할아부지,할아버지
할쿠다,할퀴다
할트다,핥다
할피다,할퀴다
함끼,함께<DR /> 제주 지역에서는 끼’로도 적는다.
함마,돌쩌귀
함박딸,산딸기
함박딸구,산딸기
함반눈,함박눈
함버타면,하마터면
함버터먼,하마터면
함부루,함부로
함브로,함부로
함브루,함부로
함증,함정
함태이,함지
함팅이,이남박
함폭,함빡
함푹,함빡
핫두루매기,핫두루마기
항가치,방아깨비
해거름판,해거름
해골바가치,해골바가지
해괘기,새꽤기
해기,새꽤기
해꽃,햇살
해끝,해가 질 무렵
해농을,햇무리
해늘,하늘
해당와,해당화
해동무,해동갑
해동와,해당화
해라배기,해바라기
해루질,밤에 얕은 바다에서 맨손으로 어패류를 잡는 일
해마루,햇무리
해물,햇무리
해바락,해바라기
해불,횃불
해살하다,해치거나 다치게 하는 악한 행동을 하다
해설푸다,설핏하다
해설프다,설핏하다
해설피,해 질 무렵 햇빛이 옅거나 약한 모양
해설피다,설핏하다
해얌,하품
해어름,해거름
해여,행여
해여나,행여나
해오락질,밤에 낚시나 그물 따위로 물고기를 잡는 일
해우락질,밤에 낚시나 그물 따위로 물고기를 잡는 일
해우쌈,김
해이나,행여나
해이다,이다
해이다,이다
해장가락,"해장을 할 무렵이란 뜻으로, 이른 아침을 이르는 말"
해장결,"해장을 할 무렵이란 뜻으로, 이른 아침을 이르는 말"
해장머리,"해장을 할 무렵이란 뜻으로, 이른 아침을 이르는 말"
해장어,갯장어
해장어름,"해장을 할 무렵이란 뜻으로, 이른 아침을 이르는 말"
해죙일,해종일
해지꺼름,해거름
해체흙,진흙
해쾌기,새꽤기
해톳,양식
해팔,하필
해품,하품
핵고,학교
핵교,학교
햄물,햇무리
햇내기,풋내기
햇대,횃대
햇마루,햇무리
햇뫼리,햇무리
햇무네,햇무리
햇무니,햇무리
햇물,노을
햇베,햇벼
햇볏,햇볕
햇빝,햇볕
행갈나무,떡갈나무
행결,한결
행길,한길
행상집,상엿집
행에,상여
행여,상여
행즌,행전
행질,한길
향그,향기
향지다,향기롭다
허구지다,허기지다
허당,허방
허덧간,헛간
허르빠,허리띠
허리빠,허리띠
허리빵,허리띠
허리뺑,허리띠
허리뺑이,허리띠
허릿바,허리띠
허무르다,허물다
허발나다,허발하다
허발딩겁,허발
허벌나다,허발하다
허벌딩겁,허발
허새비,허수아비
허성애비,허수아비
허수애비,허수아비
허수재비,허수아비
허숭애비,허수아비
허승애비,허수아비
허여무려하다,허여스레하다
허염,헤엄
허울차다,겉으로 보기에 훌륭하고 튼실하다
허잘것없다,하잘것없다
허챙이,언청이
허쳉이,언청이
허치다,흩어지게 하다
허치다,뿌리다
허터러지다,짓무르다
허틈,그다지 중요하지 아니하고 허름하여 함부로 쓸 수 있는 것
허틈설거지,허름하고 중요하지 않아 조심스럽게 다루지 않아도 되는 세간
허페,허파
허픈더픈,흥청망청
헌누데기,누더기
헌치다,뿌리다
헌털렝이,누더기
헌틀다,헝클다
헐겁다,슬겁다
헐쭉하다,싸다
헐키다,긁히다
헐피다,할퀴다
헕다,핥다
험데기,보늬
험망,복판
헝,형
헝겁,헝겊
헝겁쟁이,헝겊
헝님,형님
헡트리다,흩트리다
헤가루,횟가루
헤고제치다,잘난 체하거나 우쭐하며 기세 좋게 행동하다
헤답,회답
헤때,혀
헤벌씸하다,헤벌쭉하다
헤벌씸하다,헤벌쭉하다
헤색,회색
헤오리바람,회오리바람
헥골,밭이나 논을 갈아 곡식을 심은 두둑과 두둑 사이의 고랑. 곡식을 심지 않은 곳을 이른다
헬띠,허리띠
헵동하다,협동하다
헵상하다,협상하다
헷간,헛간
헹무소,형무소
헹사,형사
헹식,형식
헹태,형태
혀지다,해어지다
혁띠,혁대
현밋저,등겨
혐,헤엄
협호살이,협호살림
호경,소경
호껍디기,홑옷
호더라기,회오리
호두재비,허수아비
호디기,호드기
호때기,버들피리
호띠기,호드기
호라이,호랑이
호랑,호주머니
호랑땅개비,버마재비
호래,호랑이
호랭나부,호랑나비
호랭이,호랑이
호랭이,호주머니
호렝이,호롱
호롱구,호롱기
호루각,호루라기
호리각,호루라기
호리래기,호루라기
호링기,호롱기
호매,호미
호멩이,호미
호모,호미
호무시,논매기의 만물을 끝낸 음력 7월 백중 무렵에 날을 받아 술과 음식을 먹으며 하루를 즐겨 노는 일
호무씨,호미씻이
호무씻이,호미씻이
호무씻이하다,호미씻이하다
호미거리,호미씻이
호미씨,호미씻이
호미씻애,호미씻이
호박고재기,호박고지
호박고쟁이,호박고지
호박꼬시레기,호박고지
호배차,양배추
호빠괘이,곡괭이
호수마,그네
호시래기,회초리
호악,방아확
호애기,새꽤기
호애비,홀아비
호야기,새꽤기
호얘기,새꽤기
호어,홍어
호에리바람,회오리바람
호요리바람,회오리바람
호우하다,호위하다
호이,회
호이리바람,회오리바람
호이초리,회초리
호정기,호롱기
호주머리,호주머니
호주모니,호주머니
호지다,오달지다
호차리,회초리
호찰기,회초리
호처리,회초리
호초리,회초리
호추리,회초리
호품질하다,홈질하다
호효리바람,회오리바람
혹젱이,극젱이
혹징이,극젱이
혼구녁,혼쭐
혼구영,혼쭐
혼꾸녕나다,혼꾸멍나다
혼내키다,혼내다
혼녁,홍역
혼녜,혼례
혼새,혼사
혼서,혼사
혼수감,혼숫감
혼수흥정,혼숫감
혼역,홍역
혼역꼿,열꽃
혼재,혼자
혼재,혼자
혼저,혼자
혼전만전,흔전만전
혼차,혼자
혼처,혼자
혼처,혼자
혼침내다,혼내다
홀갱이,솔개
홀딱벗다,발가벗다
홀무,올무
홀미,올무
홀어머이,홀어머니
홀에미,홀어미
홀이미,홀어미
홀챙이,올챙이
홀쳉이,극젱이
홀치개,벼훑이
홀키다,흘기다
홀태,벼훑이
홀태,그네
홀태기,벼훑이
홉작홉작하다,호비작호비작하다
홉파,양파
홍겁,헝겊
홍겁때기,헝겊
홍녁,홍역
홍도깨비,홍두깨
홍두깨비,홍두깨
홍목,비계
홍수,홍시
홍악하다,흉악하다
홍어연,가오리연
홍트깨,홍두깨
홑등거리,등거리
화다,호다
화득,화덕
화루,화로
화여일,화요일
화저붐,부젓가락
화전술,진달래술
화젓가락,부젓가락
화젓갈,부젓가락
화투불,화톳불
확도구,돌확
확돌,돌확
활키다,할퀴다
홧대,횃대
황가치,방아깨비
황구링이,황구렁이
황로,항라
황류,흙탕물
황배기,황소
황세기,황강달이
황아치,방아깨비
홰괘기,새꽤기
홰기,새꽤기
홰기,확
홰미,새꽤기
홰작대기,횃대
홰쾌기,새꽤기
홰키,새꽤기
회,회충
회갑,호각
회기,새꽤기
회끼,확
회때기,새꽤기
회류바람,회오리바람
회미,호미
회소리바람,회오리바람
회여리바람,회오리바람
회자,효자
회초래기,회초리
회춤,고비
회효리바람,회오리바람
횡,혼
후내년,내후년
후당당거리다,쿵쿵거리다
후듯하다,훈훈하다
후루마기,두루마기
후루매기,두루마기
후르매기,두루마기
후발치,발찌
후염,헤엄
후이,잘
후이다,휘다
후제,나중
후주머니,호주머니
후지르다,휘지르다
후질르다,옷을 더럽히다
후청하다,휘청하다
후춧데기,후취
후치미,고비
후치이,극젱이
후황,풀무
훅칭이,극젱이
훈기하다,훈계하다
훈짐,훈김
훌떡벗다,발가벗다
훌섞다,뒤섞다
훌쳉이,극젱이
훌치개,그네
훌치개,벼훑이
훌치기,극젱이
훌키다,흘기다
훌타리,울타리
훌태,벼훑이
훔지다,훔치다
훔지다,훔치다
훙년,흉년
훼기,홰기
휘나리,희아리
휘리바람,회오리바람
휘비다,후비다
휘지다,휘어지다
휘질르다,휘지르다
휜자우,흰자위
흐가하다,허가하다
흐겁,헝겊
흐구랑창,구렁텅이
흐더분하다,수더분하다
흐드렛물,허드렛물
흐락하다,허락하다
흐래,논이나 연못 등의 바닥에 쌓인 고운 흙
흐르빠,허리띠
흐름하다,허름하다
흐벙하다,어벙하다
흐빙이,허튼뱅이
흐숭애비,허수아비
흐슥,조
흐약하다,허약하다
흐여멀쑥하다,허여멀쑥하다
흐우대,허우대
흐이미,흠
흐임,흠
흐트루,허투루
흐틀다,흩다
흐틀다,슬겁다
흐틀바람,부는 방향이 일정하지 않고 자주 바뀌는 바람
흐하다,허하다
흑문지,흙먼지
흑배룸빡,흙벽
흑제이,극젱이
흑젱이,극젱이
흑지이,극젱이
